acc_no,strandedness
NC_021534,dsDNA
NC_021535,dsDNA
NC_021536,dsDNA
NC_021537,dsDNA
NC_021538,dsDNA
NC_021539,dsDNA
NC_021540,dsDNA
NC_021556,dsDNA
NC_021557,dsDNA
NC_021558,dsDNA
NC_021559,dsDNA
NC_021560,dsDNA
NC_021561,dsDNA
NC_021562,ssDNA(+)
NC_021563,dsDNA
NC_021569,ssDNA(+)
NC_021772,dsDNA
NC_021773,dsDNA
NC_021774,dsDNA
NC_021775,dsDNA
NC_021776,dsDNA
NC_021777,dsDNA
NC_021779,dsDNA
NC_021780,dsDNA
NC_021781,dsDNA
NC_021782,dsDNA
NC_021783,dsDNA
NC_021784,dsDNA
NC_021785,dsDNA
NC_021787,dsDNA
NC_021788,dsDNA
NC_021789,dsDNA
NC_021790,dsDNA
NC_021791,dsDNA
NC_021792,dsDNA
NC_021793,ssDNA
NC_021794,dsDNA
NC_021795,dsDNA
NC_021796,dsDNA
NC_021797,ssDNA(+)
NC_021798,dsDNA
NC_021799,dsDNA
NC_021800,dsDNA
NC_021801,dsDNA
NC_021802,dsDNA
NC_021803,dsDNA
NC_021804,dsDNA
NC_021805,ssDNA(+)
NC_021806,dsDNA
NC_021852,dsDNA
NC_021853,dsDNA
NC_021854,dsDNA
NC_021855,dsDNA
NC_021856,dsDNA
NC_021857,dsDNA
NC_021860,dsDNA
NC_021861,dsDNA
NC_021862,ssDNA(+)
NC_021863,dsDNA
NC_021864,dsDNA
NC_021865,dsDNA
NC_021866,ssDNA(+)
NC_021867,dsDNA
NC_021868,dsDNA
NC_022052,dsDNA
NC_022053,dsDNA
NC_022054,dsDNA
NC_022055,dsDNA
NC_022056,dsDNA
NC_022057,dsDNA
NC_022058,dsDNA
NC_022059,dsDNA
NC_022060,dsDNA
NC_022061,dsDNA
NC_022062,dsDNA
NC_022063,dsDNA
NC_022064,dsDNA
NC_022065,dsDNA
NC_022066,dsDNA
NC_022067,dsDNA
NC_022068,dsDNA
NC_022069,dsDNA
NC_022070,dsDNA
NC_022071,dsDNA
NC_022085,dsDNA
NC_022086,dsDNA
NC_022087,dsDNA
NC_022088,dsDNA
NC_022090,dsDNA
NC_022091,dsDNA
NC_022094,dsDNA
NC_022096,dsDNA
NC_022323,dsDNA
NC_022324,dsDNA
NC_022325,dsDNA
NC_022328,dsDNA
NC_022329,dsDNA
NC_022330,dsDNA
NC_022331,dsDNA
NC_022334,dsDNA
NC_022335,dsDNA
NC_022336,dsDNA
NC_022337,dsDNA
NC_022338,dsDNA
NC_022339,dsDNA
NC_022340,dsDNA
NC_022341,dsDNA
NC_022342,dsDNA
NC_022343,dsDNA
NC_022744,dsDNA
NC_022746,dsDNA
NC_022747,dsDNA
NC_022749,dsDNA
NC_022750,dsDNA
NC_022751,dsDNA
NC_022752,dsDNA
NC_022753,dsDNA
NC_022754,dsDNA
NC_022756,dsDNA
NC_022757,dsDNA
NC_022758,dsDNA
NC_022761,dsDNA
NC_022762,dsDNA
NC_022763,dsDNA
NC_022764,dsDNA
NC_022765,dsDNA
NC_022766,dsDNA
NC_022767,dsDNA
NC_022768,dsDNA
NC_022769,dsDNA
NC_022770,dsDNA
NC_022771,dsDNA
NC_022772,dsDNA
NC_022773,dsDNA
NC_022774,dsDNA
NC_022775,dsDNA
NC_022776,dsDNA
NC_022790,ssDNA(+)
NC_022791,dsDNA
NC_022914,dsDNA
NC_022915,dsDNA
NC_022916,dsDNA
NC_022917,dsDNA
NC_022918,dsDNA
NC_022920,dsDNA
NC_022965,dsDNA
NC_022966,dsDNA
NC_022967,dsDNA
NC_022968,dsDNA
NC_022969,dsDNA
NC_022970,dsDNA
NC_022971,dsDNA
NC_022972,dsDNA
NC_022973,dsDNA
NC_022974,dsDNA
NC_022975,dsDNA
NC_022976,dsDNA
NC_022977,dsDNA
NC_022979,dsDNA
NC_022980,dsDNA
NC_022981,dsDNA
NC_022982,dsDNA
NC_022983,dsDNA
NC_022984,dsDNA
NC_022985,dsDNA
NC_022986,dsDNA
NC_022987,dsDNA
NC_022988,dsDNA
NC_022989,dsDNA
NC_023005,dsDNA
NC_023006,dsDNA
NC_023007,dsDNA
NC_023009,dsDNA
NC_023498,dsDNA
NC_023499,dsDNA
NC_023500,dsDNA
NC_023501,dsDNA
NC_023502,dsDNA
NC_023548,dsDNA
NC_023549,dsDNA
NC_023550,dsDNA
NC_023551,dsDNA
NC_023552,dsDNA
NC_023553,dsDNA
NC_023554,dsDNA
NC_023555,dsDNA
NC_023556,dsDNA
NC_023557,dsDNA
NC_023558,dsDNA
NC_023559,dsDNA
NC_023560,dsDNA
NC_023561,dsDNA
NC_023562,dsDNA
NC_023563,dsDNA
NC_023564,dsDNA
NC_023565,dsDNA
NC_023566,dsDNA
NC_023567,dsDNA
NC_023568,dsDNA
NC_023569,dsDNA
NC_023570,dsDNA
NC_023571,dsDNA
NC_023572,dsDNA
NC_023573,dsDNA
NC_023574,dsDNA
NC_023575,dsDNA
NC_023576,dsDNA
NC_023577,dsDNA
NC_023578,dsDNA
NC_023579,dsDNA
NC_023580,dsDNA
NC_023581,dsDNA
NC_023582,dsDNA
NC_023583,dsDNA
NC_023584,dsDNA
NC_023586,ssDNA(+)
NC_023587,dsDNA
NC_023588,dsDNA
NC_023589,dsDNA
NC_023590,dsDNA
NC_023591,dsDNA
NC_023592,dsDNA; ssDNA
NC_023593,dsDNA
NC_023594,dsDNA
NC_023595,dsDNA
NC_023597,dsDNA
NC_023599,dsDNA
NC_023600,dsDNA
NC_023601,dsDNA
NC_023602,dsDNA
NC_023603,dsDNA
NC_023604,dsDNA
NC_023605,dsDNA
NC_023606,dsDNA
NC_023607,dsDNA
NC_023608,dsDNA
NC_023609,dsDNA
NC_023610,dsDNA
NC_023612,dsDNA
NC_023614,dsDNA
NC_023686,dsDNA
NC_023687,dsDNA
NC_023688,dsDNA
NC_023689,dsDNA
NC_023690,dsDNA
NC_023691,dsDNA
NC_023692,dsDNA
NC_023693,dsDNA
NC_023694,dsDNA
NC_023695,dsDNA
NC_023696,dsDNA
NC_023697,dsDNA
NC_023698,dsDNA
NC_023699,dsDNA
NC_023700,dsDNA
NC_023701,dsDNA
NC_023702,dsDNA
NC_023703,dsDNA
NC_023704,dsDNA
NC_023705,dsDNA
NC_023706,dsDNA
NC_023707,dsDNA
NC_023708,dsDNA
NC_023709,dsDNA
NC_023710,dsDNA
NC_023711,dsDNA
NC_023712,dsDNA
NC_023713,dsDNA
NC_023714,dsDNA
NC_023715,dsDNA
NC_023716,dsDNA
NC_023717,dsDNA
NC_023719,dsDNA
NC_023720,dsDNA
NC_023721,dsDNA
NC_023722,dsDNA
NC_023723,dsDNA
NC_023724,dsDNA
NC_023725,dsDNA
NC_023726,dsDNA
NC_023727,dsDNA
NC_023728,dsDNA
NC_023729,dsDNA
NC_023730,dsDNA
NC_023731,dsDNA
NC_023732,dsDNA
NC_023733,dsDNA
NC_023734,dsDNA
NC_023735,dsDNA
NC_023736,dsDNA
NC_023737,dsDNA
NC_023738,dsDNA
NC_023739,dsDNA
NC_023740,dsDNA
NC_023741,dsDNA
NC_023742,dsDNA
NC_023743,dsDNA
NC_023744,dsDNA
NC_023745,dsDNA
NC_023746,dsDNA
NC_023747,dsDNA
NC_023748,dsDNA
NC_023841,dsDNA
NC_023856,dsDNA
NC_023859,dsDNA
NC_023862,dsDNA
NC_023863,dsDNA
NC_023865,dsDNA
NC_024121,dsDNA
NC_024122,dsDNA
NC_024123,dsDNA
NC_024124,dsDNA
NC_024125,dsDNA
NC_024134,dsDNA
NC_024135,dsDNA
NC_024136,dsDNA
NC_024137,dsDNA
NC_024138,dsDNA
NC_024139,dsDNA
NC_024140,dsDNA
NC_024141,dsDNA
NC_024142,dsDNA
NC_024143,dsDNA
NC_024144,dsDNA
NC_024145,dsDNA
NC_024146,dsDNA
NC_024147,dsDNA
NC_024148,dsDNA
NC_024149,dsDNA
NC_024203,dsDNA
NC_024204,dsDNA
NC_024205,dsDNA
NC_024206,dsDNA
NC_024207,dsDNA
NC_024208,dsDNA
NC_024209,dsDNA
NC_024210,dsDNA
NC_024211,dsDNA
NC_024212,dsDNA
NC_024213,dsDNA
NC_024214,dsDNA
NC_024215,dsDNA
NC_024216,dsDNA
NC_024217,dsDNA
NC_024329,dsDNA
NC_024330,dsDNA
NC_024354,dsDNA
NC_024355,dsDNA
NC_024356,dsDNA
NC_024357,dsDNA
NC_024358,dsDNA
NC_024359,dsDNA
NC_024361,dsDNA
NC_024362,dsDNA
NC_024363,dsDNA
NC_024364,dsDNA
NC_024365,dsDNA
NC_024366,dsDNA
NC_024367,dsDNA
NC_024368,dsDNA
NC_024369,dsDNA
NC_024370,dsDNA
NC_024371,dsDNA
NC_024375,dsDNA
NC_024378,dsDNA
NC_024379,dsDNA
NC_024380,dsDNA
NC_024381,dsDNA
NC_024383,dsDNA
NC_024384,dsDNA
NC_024385,dsDNA
NC_024386,dsDNA
NC_024387,dsDNA
NC_024388,dsDNA
NC_024389,dsDNA
NC_024390,dsDNA
NC_024391,dsDNA
NC_024392,dsDNA
NC_024782,dsDNA
NC_024783,dsDNA
NC_024784,dsDNA
NC_024785,dsDNA
NC_024786,dsDNA
NC_024787,dsDNA
NC_024788,dsDNA
NC_024789,dsDNA
NC_024790,dsDNA
NC_024791,dsDNA
NC_024792,dsDNA
NC_024793,dsDNA
NC_024794,dsDNA
NC_025115,dsDNA
NC_025375,dsDNA
NC_025414,dsDNA
NC_025415,dsDNA
NC_025416,dsDNA
NC_025417,dsDNA
NC_025418,dsDNA
NC_025419,dsDNA
NC_025420,dsDNA
NC_025421,dsDNA
NC_025422,dsDNA
NC_025423,dsDNA
NC_025424,dsDNA
NC_025425,dsDNA
NC_025426,dsDNA
NC_025427,dsDNA
NC_025428,dsDNA
NC_025429,dsDNA
NC_025430,dsDNA
NC_025431,dsDNA
NC_025433,dsDNA
NC_025434,dsDNA
NC_025436,dsDNA
NC_025437,dsDNA
NC_025438,dsDNA
NC_025439,dsDNA
NC_025440,dsDNA
NC_025441,dsDNA
NC_025442,dsDNA
NC_025443,dsDNA
NC_025444,dsDNA
NC_025445,dsDNA
NC_025446,dsDNA
NC_025447,dsDNA
NC_025448,dsDNA
NC_025449,dsDNA
NC_025450,dsDNA
NC_025451,dsDNA
NC_025452,dsDNA
NC_025453,dsDNA
NC_025454,ssDNA(+)
NC_025455,dsDNA
NC_025456,dsDNA
NC_025457,dsDNA
NC_025458,dsDNA
NC_025459,dsDNA
NC_025460,dsDNA
NC_025461,dsDNA
NC_025462,dsDNA
NC_025463,dsDNA
NC_025464,dsDNA
NC_025465,dsDNA
NC_025466,dsDNA
NC_025467,dsDNA
NC_025470,dsDNA
NC_025471,dsDNA
NC_025822,dsDNA
NC_025824,ssDNA(+)
NC_025829,dsDNA
NC_025830,dsDNA
NC_026010,dsDNA
NC_026013,ssDNA(+)
NC_026014,dsDNA
NC_026016,dsDNA
NC_026017,dsDNA
NC_026583,dsDNA
NC_026584,dsDNA
NC_026585,dsDNA
NC_026586,dsDNA
NC_026587,dsDNA
NC_026588,dsDNA
NC_026589,dsDNA
NC_026590,dsDNA
NC_026591,dsDNA
NC_026593,dsDNA
NC_026594,dsDNA
NC_026595,dsDNA
NC_026596,dsDNA
NC_026597,dsDNA
NC_026598,dsDNA
NC_026599,dsDNA
NC_026600,dsDNA
NC_026601,dsDNA
NC_026602,dsDNA
NC_026603,dsDNA
NC_026604,dsDNA
NC_026605,dsDNA
NC_026606,dsDNA
NC_026607,dsDNA
NC_026608,dsDNA
NC_026609,dsDNA
NC_026610,dsDNA
NC_026611,dsDNA
NC_026665,ssDNA(+)
NC_026923,dsDNA
NC_026924,dsDNA
NC_026926,dsDNA
NC_026927,dsDNA
NC_026928,dsDNA
NC_027118,dsDNA
NC_027119,dsDNA
NC_027120,dsDNA
NC_027125,dsDNA
NC_027130,dsDNA
NC_027132,dsDNA
NC_027204,dsDNA
NC_027292,dsDNA
NC_027293,dsDNA
NC_027294,dsDNA
NC_027295,dsDNA
NC_027296,dsDNA
NC_027297,dsDNA
NC_027298,dsDNA
NC_027299,dsDNA
NC_027329,dsDNA
NC_027330,dsDNA
NC_027331,dsDNA
NC_027332,dsDNA
NC_027333,dsDNA
NC_027334,dsDNA
NC_027335,dsDNA
NC_027336,dsDNA
NC_027337,dsDNA
NC_027339,dsDNA
NC_027340,dsDNA
NC_027341,dsDNA
NC_027342,dsDNA
NC_027344,dsDNA
NC_027345,dsDNA
NC_027346,dsDNA
NC_027347,dsDNA
NC_027348,dsDNA
NC_027349,dsDNA
NC_027350,dsDNA
NC_027351,dsDNA
NC_027352,dsDNA
NC_027353,dsDNA
NC_027354,dsDNA
NC_027355,dsDNA
NC_027356,dsDNA
NC_027357,dsDNA
NC_027358,dsDNA
NC_027359,dsDNA
NC_027360,dsDNA
NC_027361,dsDNA
NC_027362,dsDNA
NC_027363,dsDNA
NC_027364,dsDNA
NC_027365,dsDNA
NC_027366,dsDNA
NC_027367,dsDNA
NC_027368,dsDNA
NC_027369,dsDNA
NC_027370,dsDNA
NC_027371,dsDNA
NC_027372,dsDNA
NC_027373,dsDNA
NC_027374,dsDNA
NC_027375,dsDNA
NC_027376,dsDNA
NC_027377,dsDNA
NC_027378,dsDNA
NC_027379,dsDNA
NC_027380,dsDNA
NC_027381,dsDNA
NC_027382,dsDNA
NC_027383,dsDNA
NC_027384,dsDNA
NC_027385,dsDNA
NC_027386,dsDNA
NC_027387,dsDNA
NC_027388,dsDNA
NC_027389,dsDNA
NC_027390,dsDNA
NC_027391,dsDNA
NC_027392,dsDNA
NC_027393,dsDNA
NC_027394,dsDNA
NC_027395,dsDNA
NC_027396,dsDNA
NC_027397,dsDNA
NC_027398,dsDNA
NC_027399,dsDNA
NC_027401,dsDNA
NC_027402,dsDNA
NC_027403,dsDNA
NC_027404,dsDNA
NC_027405,dsDNA
NC_027620,dsDNA
NC_027621,dsDNA
NC_027622,dsDNA
NC_027623,dsDNA
NC_027624,dsDNA
NC_027625,dsDNA
NC_027626,dsDNA
NC_027627,dsDNA
NC_027628,dsDNA
NC_027629,dsDNA
NC_027630,dsDNA
NC_027633,ssDNA(+)
NC_027634,ssDNA(+)
NC_027635,ssDNA(+)
NC_027636,ssDNA(+)
NC_027637,ssDNA(+)
NC_027638,ssDNA(+)
NC_027639,ssDNA(+)
NC_027640,ssDNA(+)
NC_027641,ssDNA(+)
NC_027642,ssDNA(+)
NC_027643,ssDNA(+)
NC_027644,ssDNA(+)
NC_027645,ssDNA(+)
NC_027646,ssDNA(+)
NC_027647,ssDNA(+)
NC_027648,ssDNA(+)
NC_027979,dsDNA
NC_027980,dsDNA
NC_027981,dsDNA
NC_027982,dsDNA
NC_027983,dsDNA
NC_027984,dsDNA
NC_027985,dsDNA
NC_027986,dsDNA
NC_027987,dsDNA
NC_027988,dsDNA
NC_027990,dsDNA
NC_027991,dsDNA
NC_027992,dsDNA
NC_027993,dsDNA
NC_027994,dsDNA
NC_027995,dsDNA
NC_027996,dsDNA
NC_027997,dsDNA
NC_028247,dsDNA
NC_028248,dsDNA
NC_028448,dsDNA
NC_028449,dsDNA
NC_028651,dsDNA
NC_028652,dsDNA
NC_028653,dsDNA
NC_028654,dsDNA
NC_028655,dsDNA
NC_028656,dsDNA
NC_028657,dsDNA
NC_028658,dsDNA
NC_028659,dsDNA
NC_028660,dsDNA
NC_028661,dsDNA
NC_028662,dsDNA
NC_028663,dsDNA
NC_028664,dsDNA
NC_028665,dsDNA
NC_028666,dsDNA
NC_028667,dsDNA
NC_028668,dsDNA
NC_028669,dsDNA
NC_028670,dsDNA
NC_028671,dsDNA
NC_028672,dsDNA
NC_028673,dsDNA
NC_028674,dsDNA
NC_028675,dsDNA
NC_028676,dsDNA
NC_028677,dsDNA
NC_028678,dsDNA
NC_028679,dsDNA
NC_028680,dsDNA
NC_028681,dsDNA
NC_028682,dsDNA
NC_028683,dsDNA
NC_028684,dsDNA
NC_028685,dsDNA
NC_028686,dsDNA
NC_028687,dsDNA
NC_028688,dsDNA
NC_028689,dsDNA
NC_028690,dsDNA
NC_028691,dsDNA
NC_028692,dsDNA
NC_028693,dsDNA
NC_028694,dsDNA
NC_028695,dsDNA
NC_028696,dsDNA
NC_028697,dsDNA
NC_028698,dsDNA
NC_028699,dsDNA
NC_028700,dsDNA
NC_028702,dsDNA
NC_028742,dsDNA
NC_028743,dsDNA
NC_028744,dsDNA
NC_028745,dsDNA
NC_028746,dsDNA
NC_028747,dsDNA
NC_028748,dsDNA
NC_028749,dsDNA
NC_028750,dsDNA
NC_028751,dsDNA
NC_028754,dsDNA
NC_028755,dsDNA
NC_028757,dsDNA
NC_028758,dsDNA
NC_028759,dsDNA
NC_028760,dsDNA
NC_028762,dsDNA
NC_028763,dsDNA
NC_028764,dsDNA
NC_028765,dsDNA
NC_028766,dsDNA
NC_028767,dsDNA
NC_028768,dsDNA
NC_028770,dsDNA
NC_028772,dsDNA
NC_028773,dsDNA
NC_028774,dsDNA
NC_028775,dsDNA
NC_028776,dsDNA
NC_028777,dsDNA
NC_028778,dsDNA
NC_028779,dsDNA
NC_028780,dsDNA
NC_028782,dsDNA
NC_028783,dsDNA
NC_028784,dsDNA
NC_028785,dsDNA
NC_028786,dsDNA
NC_028788,dsDNA
NC_028789,dsDNA
NC_028791,dsDNA
NC_028792,dsDNA
NC_028794,dsDNA
NC_028795,dsDNA
NC_028796,dsDNA
NC_028798,dsDNA
NC_028799,dsDNA
NC_028800,dsDNA
NC_028801,dsDNA
NC_028802,dsDNA
NC_028803,dsDNA
NC_028804,dsDNA
NC_028805,dsDNA
NC_028807,dsDNA
NC_028808,dsDNA
NC_028810,dsDNA
NC_028812,dsDNA
NC_028813,dsDNA
NC_028815,dsDNA
NC_028816,dsDNA
NC_028817,dsDNA
NC_028818,dsDNA
NC_028819,dsDNA
NC_028820,dsDNA
NC_028821,dsDNA
NC_028822,dsDNA
NC_028823,dsDNA
NC_028825,dsDNA
NC_028826,dsDNA
NC_028827,dsDNA
NC_028828,dsDNA
NC_028829,dsDNA
NC_028830,dsDNA
NC_028831,dsDNA
NC_028832,dsDNA
NC_028834,dsDNA
NC_028835,dsDNA
NC_028836,dsDNA
NC_028837,dsDNA
NC_028838,dsDNA
NC_028840,dsDNA
NC_028841,dsDNA
NC_028842,dsDNA
NC_028843,dsDNA
NC_028844,dsDNA
NC_028846,dsDNA
NC_028847,dsDNA
NC_028848,dsDNA
NC_028849,dsDNA
NC_028850,dsDNA
NC_028851,dsDNA
NC_028852,dsDNA
NC_028853,dsDNA
NC_028854,dsDNA
NC_028855,dsDNA
NC_028856,dsDNA
NC_028857,dsDNA
NC_028859,dsDNA
NC_028860,dsDNA
NC_028861,dsDNA
NC_028862,dsDNA
NC_028863,dsDNA
NC_028864,dsDNA
NC_028865,dsDNA
NC_028869,dsDNA
NC_028870,dsDNA
NC_028871,dsDNA
NC_028872,dsDNA
NC_028874,dsDNA
NC_028876,dsDNA
NC_028877,dsDNA
NC_028878,dsDNA
NC_028879,dsDNA
NC_028880,dsDNA
NC_028881,dsDNA
NC_028882,dsDNA
NC_028883,dsDNA
NC_028885,dsDNA
NC_028886,dsDNA
NC_028887,dsDNA
NC_028888,dsDNA
NC_028889,dsDNA
NC_028890,dsDNA
NC_028892,dsDNA
NC_028894,dsDNA
NC_028895,dsDNA
NC_028896,dsDNA
NC_028897,dsDNA
NC_028898,dsDNA
NC_028899,dsDNA
NC_028900,dsDNA
NC_028901,dsDNA
NC_028902,ssRNA(+)
NC_028903,dsDNA
NC_028904,dsDNA
NC_028905,dsDNA
NC_028906,dsDNA
NC_028907,dsDNA
NC_028908,dsDNA
NC_028910,dsDNA
NC_028911,dsDNA
NC_028912,dsDNA
NC_028913,dsDNA
NC_028914,dsDNA
NC_028915,dsDNA
NC_028916,dsDNA
NC_028917,dsDNA
NC_028919,dsDNA
NC_028920,dsDNA
NC_028922,dsDNA
NC_028923,dsDNA
NC_028924,dsDNA
NC_028925,dsDNA
NC_028926,dsDNA
NC_028927,dsDNA
NC_028928,dsDNA
NC_028929,dsDNA
NC_028930,dsDNA
NC_028932,dsDNA
NC_028933,dsDNA
NC_028934,dsDNA
NC_028935,dsDNA
NC_028936,dsDNA
NC_028937,dsDNA
NC_028939,dsDNA
NC_028940,dsDNA
NC_028941,dsDNA
NC_028942,dsDNA
NC_028943,dsDNA
NC_028944,dsDNA
NC_028945,dsDNA
NC_028946,dsDNA
NC_028947,dsDNA
NC_028950,dsDNA
NC_028951,dsDNA
NC_028952,dsDNA
NC_028953,dsDNA
NC_028954,dsDNA
NC_028955,dsDNA
NC_028956,dsDNA
NC_028957,dsDNA
NC_028958,dsDNA
NC_028959,dsDNA
NC_028960,dsDNA
NC_028961,dsDNA
NC_028962,dsDNA
NC_028965,dsDNA
NC_028966,dsDNA
NC_028967,dsDNA
NC_028968,dsDNA
NC_028969,dsDNA
NC_028971,dsDNA
NC_028972,dsDNA
NC_028974,dsDNA
NC_028976,dsDNA
NC_028977,dsDNA
NC_028978,dsDNA
NC_028979,dsDNA
NC_028980,dsDNA
NC_028982,dsDNA
NC_028983,dsDNA
NC_028984,dsDNA
NC_028986,dsDNA
NC_028987,dsDNA
NC_028988,dsDNA
NC_028990,dsDNA
NC_028991,dsDNA
NC_028993,ssDNA(+)
NC_028994,ssDNA(+)
NC_028995,dsDNA
NC_028996,dsDNA
NC_028997,dsDNA
NC_028998,dsDNA
NC_028999,dsDNA
NC_029000,dsDNA
NC_029001,dsDNA
NC_029002,dsDNA
NC_029003,dsDNA
NC_029004,dsDNA
NC_029005,dsDNA
NC_029006,dsDNA
NC_029007,dsDNA
NC_029008,dsDNA
NC_029009,dsDNA
NC_029010,dsDNA
NC_029012,ssDNA(+)
NC_029013,dsDNA
NC_029014,ssDNA(+)
NC_029015,dsDNA
NC_029016,dsDNA
NC_029017,dsDNA
NC_029018,dsDNA
NC_029019,dsDNA
NC_029021,dsDNA
NC_029022,dsDNA
NC_029023,dsDNA
NC_029024,dsDNA
NC_029025,dsDNA
NC_029026,dsDNA
NC_029028,dsDNA
NC_029029,dsDNA
NC_029030,dsDNA
NC_029031,dsDNA
NC_029032,dsDNA
NC_029033,dsDNA
NC_029042,dsDNA
NC_029043,dsDNA
NC_029044,dsDNA
NC_029045,dsDNA
NC_029046,dsDNA
NC_029047,dsDNA
NC_029048,dsDNA
NC_029050,dsDNA
NC_029058,dsDNA
NC_029059,dsDNA
NC_029060,dsDNA
NC_029061,dsDNA
NC_029065,dsDNA
NC_029066,dsDNA
NC_029068,dsDNA
NC_029070,dsDNA
NC_029071,dsDNA
NC_029072,dsDNA
NC_029073,dsDNA
NC_029074,dsDNA
NC_029075,dsDNA
NC_029077,dsDNA
NC_029078,dsDNA
NC_029079,dsDNA
NC_029080,dsDNA
NC_029081,dsDNA
NC_029083,dsDNA
NC_029084,dsDNA
NC_029091,dsDNA
NC_029092,dsDNA
NC_029093,dsDNA
NC_029094,dsDNA
NC_029097,dsDNA
NC_029098,dsDNA
NC_029099,dsDNA
NC_029100,dsDNA
NC_029101,dsDNA
NC_029102,dsDNA
NC_029104,dsDNA
NC_029106,dsDNA
NC_029107,dsDNA
NC_029116,dsDNA
NC_029118,dsDNA
NC_029119,dsDNA
NC_029120,dsDNA
NC_029121,dsDNA
NC_029314,dsDNA
NC_030458,ssDNA(+)
NC_030472,ssDNA(+)
NC_030476,ssDNA(+)
NC_030652,dsDNA
NC_030694,dsDNA
NC_030695,dsDNA
NC_030696,dsDNA
NC_030698,dsDNA
NC_030848,dsDNA
NC_030884,dsDNA
NC_030901,dsDNA
NC_030902,dsDNA
NC_030904,dsDNA
NC_030905,dsDNA
NC_030906,dsDNA
NC_030907,dsDNA
NC_030908,dsDNA
NC_030909,dsDNA
NC_030910,dsDNA
NC_030911,dsDNA
NC_030912,dsDNA
NC_030913,dsDNA
NC_030914,dsDNA
NC_030915,dsDNA
NC_030916,dsDNA
NC_030917,dsDNA
NC_030918,dsDNA
NC_030919,dsDNA
NC_030920,dsDNA
NC_030921,dsDNA
NC_030923,dsDNA
NC_030924,dsDNA
NC_030925,dsDNA
NC_030927,dsDNA
NC_030928,dsDNA
NC_030929,dsDNA
NC_030930,dsDNA
NC_030931,dsDNA
NC_030932,dsDNA
NC_030933,dsDNA
NC_030934,dsDNA
NC_030935,dsDNA
NC_030936,dsDNA
NC_030937,dsDNA
NC_030939,dsDNA
NC_030940,dsDNA
NC_030941,dsDNA
NC_030942,dsDNA
NC_030943,dsDNA
NC_030944,dsDNA
NC_030945,dsDNA
NC_030946,dsDNA
NC_030947,dsDNA
NC_030948,dsDNA
NC_030949,dsDNA
NC_030950,dsDNA
NC_030951,dsDNA
NC_030953,dsDNA
NC_031001,dsDNA
NC_031002,dsDNA
NC_031003,dsDNA
NC_031004,dsDNA
NC_031005,dsDNA
NC_031006,dsDNA
NC_031007,dsDNA
NC_031008,dsDNA
NC_031009,dsDNA
NC_031010,dsDNA
NC_031011,dsDNA
NC_031012,dsDNA
NC_031013,dsDNA
NC_031014,dsDNA
NC_031015,dsDNA
NC_031016,dsDNA
NC_031017,dsDNA
NC_031018,dsDNA
NC_031019,dsDNA
NC_031020,dsDNA
NC_031021,dsDNA
NC_031022,dsDNA
NC_031023,dsDNA
NC_031024,dsDNA
NC_031025,dsDNA
NC_031026,dsDNA
NC_031027,dsDNA
NC_031028,dsDNA
NC_031029,dsDNA
NC_031030,dsDNA
NC_031031,dsDNA
NC_031032,dsDNA
NC_031034,dsDNA
NC_031035,dsDNA
NC_031036,dsDNA
NC_031037,dsDNA
NC_031039,dsDNA
NC_031040,dsDNA
NC_031041,dsDNA
NC_031042,dsDNA
NC_031043,dsDNA
NC_031044,dsDNA
NC_031045,dsDNA
NC_031046,dsDNA
NC_031047,dsDNA
NC_031048,dsDNA
NC_031049,dsDNA
NC_031050,dsDNA
NC_031051,dsDNA
NC_031052,dsDNA
NC_031053,dsDNA
NC_031054,dsDNA
NC_031055,dsDNA
NC_031056,dsDNA
NC_031057,dsDNA
NC_031058,dsDNA
NC_031059,dsDNA
NC_031060,dsDNA
NC_031061,dsDNA
NC_031062,dsDNA
NC_031063,dsDNA
NC_031064,dsDNA
NC_031065,dsDNA
NC_031066,dsDNA
NC_031067,dsDNA
NC_031068,dsDNA
NC_031069,dsDNA
NC_031070,dsDNA
NC_031071,dsDNA
NC_031072,dsDNA
NC_031073,dsDNA
NC_031074,dsDNA
NC_031075,dsDNA
NC_031076,dsDNA
NC_031077,dsDNA
NC_031078,dsDNA
NC_031080,dsDNA
NC_031081,dsDNA
NC_031082,dsDNA
NC_031084,dsDNA
NC_031085,dsDNA
NC_031086,dsDNA
NC_031087,dsDNA
NC_031090,dsDNA
NC_031091,dsDNA
NC_031092,dsDNA
NC_031094,dsDNA
NC_031095,dsDNA
NC_031096,dsDNA
NC_031097,dsDNA
NC_031098,dsDNA
NC_031099,dsDNA
NC_031100,dsDNA
NC_031101,dsDNA
NC_031102,dsDNA
NC_031103,dsDNA
NC_031104,dsDNA
NC_031107,dsDNA
NC_031108,dsDNA
NC_031109,dsDNA
NC_031110,dsDNA
NC_031111,dsDNA
NC_031112,dsDNA
NC_031113,dsDNA
NC_031114,dsDNA
NC_031115,dsDNA
NC_031116,dsDNA
NC_031117,dsDNA
NC_031118,dsDNA
NC_031119,dsDNA
NC_031120,dsDNA
NC_031121,dsDNA
NC_031122,dsDNA
NC_031123,dsDNA
NC_031124,dsDNA
NC_031125,dsDNA
NC_031126,dsDNA
NC_031127,dsDNA
NC_031128,dsDNA
NC_031129,dsDNA
NC_031224,dsDNA
NC_031226,dsDNA
NC_031228,dsDNA
NC_031229,dsDNA
NC_031230,dsDNA
NC_031231,dsDNA
NC_031233,dsDNA
